Freq,Channel 1,Average
235.11,-68.74,-68.74
235.84,-69.06,-69.06
236.57,-69.48,-69.48
237.3,-69.99,-69.99
238.04,-70.56,-70.56
238.77,-71.15,-71.15
239.5,-71.7,-71.7
240.23,-72.22,-72.22
240.97,-72.69,-72.69
241.7,-73.12,-73.12
242.43,-73.52,-73.52
243.16,-73.94,-73.94
243.9,-74.45,-74.45
244.63,-75.06,-75.06
245.36,-75.72,-75.72
246.09,-76.36,-76.36
246.83,-76.9,-76.9
247.56,-77.29,-77.29
248.29,-77.43,-77.43
249.02,-77.21,-77.21
249.76,-76.68,-76.68
250.49,-76.07,-76.07
251.22,-75.54,-75.54
251.95,-75.08,-75.08
252.69,-74.66,-74.66
253.42,-74.26,-74.26
254.15,-73.87,-73.87
254.88,-73.47,-73.47
255.62,-73.05,-73.05
256.35,-72.65,-72.65
257.08,-72.28,-72.28
257.81,-71.92,-71.92
258.54,-71.57,-71.57
259.28,-71.25,-71.25
260.01,-70.98,-70.98
260.74,-70.78,-70.78
261.47,-70.64,-70.64
262.21,-70.56,-70.56
262.94,-70.51,-70.51
263.67,-70.54,-70.54
264.4,-70.65,-70.65
265.14,-70.84,-70.84
265.87,-71.09,-71.09
266.6,-71.39,-71.39
267.33,-71.68,-71.68
268.07,-71.88,-71.88
268.8,-71.99,-71.99
269.53,-72,-72
270.26,-71.9,-71.9
271,-71.71,-71.71
271.73,-71.41,-71.41
272.46,-71.01,-71.01
273.19,-70.57,-70.57
273.93,-70.17,-70.17
274.66,-69.83,-69.83
275.39,-69.52,-69.52
276.12,-69.27,-69.27
276.86,-69.1,-69.1
277.59,-68.99,-68.99
278.32,-68.92,-68.92
279.05,-68.89,-68.89
279.79,-68.86,-68.86
280.52,-68.8,-68.8
281.25,-68.69,-68.69
281.98,-68.54,-68.54
282.71,-68.37,-68.37
283.45,-68.2,-68.2
284.18,-68.06,-68.06
284.91,-67.95,-67.95
285.64,-67.89,-67.89
286.38,-67.88,-67.88
287.11,-67.92,-67.92
287.84,-68.01,-68.01
288.57,-68.13,-68.13
289.31,-68.26,-68.26
290.04,-68.38,-68.38
290.77,-68.48,-68.48
291.5,-68.6,-68.6
292.24,-68.73,-68.73
292.97,-68.88,-68.88
293.7,-69.05,-69.05
294.43,-69.26,-69.26
295.17,-69.53,-69.53
295.9,-69.88,-69.88
296.63,-70.31,-70.31
297.36,-70.78,-70.78
298.1,-71.26,-71.26
298.83,-71.77,-71.77
299.56,-72.36,-72.36
300.29,-73.03,-73.03
301.03,-73.8,-73.8
301.76,-74.65,-74.65
302.49,-75.52,-75.52
303.22,-76.26,-76.26
303.96,-76.67,-76.67
304.69,-76.61,-76.61
305.42,-76.13,-76.13
306.15,-75.49,-75.49
306.88,-74.88,-74.88
307.62,-74.39,-74.39
308.35,-74.06,-74.06
309.08,-73.86,-73.86
309.81,-73.8,-73.8
310.55,-73.89,-73.89
311.28,-74.01,-74.01
312.01,-74.06,-74.06
312.74,-74.06,-74.06
313.48,-74.02,-74.02
314.21,-73.94,-73.94
314.94,-73.84,-73.84
315.67,-73.72,-73.72
316.41,-73.61,-73.61
317.14,-73.53,-73.53
317.87,-73.5,-73.5
318.6,-73.56,-73.56
319.34,-73.66,-73.66
320.07,-73.75,-73.75
320.8,-73.8,-73.8
321.53,-73.77,-73.77
322.27,-73.66,-73.66
323,-73.44,-73.44
323.73,-73.12,-73.12
324.46,-72.75,-72.75
325.2,-72.37,-72.37
325.93,-72.01,-72.01
326.66,-71.7,-71.7
327.39,-71.45,-71.45
328.13,-71.25,-71.25
328.86,-71.11,-71.11
329.59,-71.01,-71.01
330.32,-70.94,-70.94
331.05,-70.89,-70.89
331.79,-70.84,-70.84
332.52,-70.79,-70.79
333.25,-70.75,-70.75
333.98,-70.74,-70.74
334.72,-70.78,-70.78
335.45,-70.88,-70.88
336.18,-71.03,-71.03
336.91,-71.2,-71.2
337.65,-71.37,-71.37
338.38,-71.53,-71.53
339.11,-71.71,-71.71
339.84,-71.89,-71.89
340.58,-72.07,-72.07
341.31,-72.23,-72.23
342.04,-72.41,-72.41
342.77,-72.65,-72.65
343.51,-72.94,-72.94
344.24,-73.28,-73.28
344.97,-73.63,-73.63
345.7,-73.94,-73.94
346.44,-74.18,-74.18
347.17,-74.3,-74.3
347.9,-74.26,-74.26
348.63,-74.02,-74.02
349.37,-73.6,-73.6
350.1,-73.1,-73.1
350.83,-72.6,-72.6
351.56,-72.15,-72.15
352.29,-71.8,-71.8
353.03,-71.56,-71.56
353.76,-71.44,-71.44
354.49,-71.45,-71.45
355.22,-71.59,-71.59
355.96,-71.85,-71.85
356.69,-72.23,-72.23
357.42,-72.73,-72.73
358.15,-73.35,-73.35
358.89,-74.04,-74.04
359.62,-74.75,-74.75
360.35,-75.37,-75.37
361.08,-75.84,-75.84
361.82,-76.15,-76.15
362.55,-76.38,-76.38
363.28,-76.56,-76.56
364.01,-76.69,-76.69
364.75,-76.72,-76.72
365.48,-76.57,-76.57
366.21,-76.2,-76.2
366.94,-75.67,-75.67
367.68,-75.11,-75.11
368.41,-74.65,-74.65
369.14,-74.37,-74.37
369.87,-74.27,-74.27
370.61,-74.36,-74.36
371.34,-74.64,-74.64
372.07,-75.08,-75.08
372.8,-75.68,-75.68
373.54,-76.39,-76.39
374.27,-77.17,-77.17
375,-77.99,-77.99
375.73,-78.81,-78.81
376.46,-79.57,-79.57
377.2,-80.28,-80.28
377.93,-81.01,-81.01
378.66,-81.87,-81.87
379.39,-82.96,-82.96
380.13,-84.41,-84.41
380.86,-86.24,-86.24
381.59,-88.31,-88.31
382.32,-89.55,-89.55
383.06,-88.29,-88.29
383.79,-85.67,-85.67
384.52,-83.21,-83.21
385.25,-81.22,-81.22
385.99,-79.64,-79.64
386.72,-78.33,-78.33
387.45,-77.25,-77.25
388.18,-76.33,-76.33
388.92,-75.57,-75.57
389.65,-74.96,-74.96
390.38,-74.48,-74.48
391.11,-74.07,-74.07
391.85,-73.68,-73.68
392.58,-73.29,-73.29
393.31,-72.95,-72.95
394.04,-72.71,-72.71
394.78,-72.55,-72.55
395.51,-72.45,-72.45
396.24,-72.38,-72.38
396.97,-72.37,-72.37
397.71,-72.41,-72.41
398.44,-72.5,-72.5
399.17,-72.64,-72.64
399.9,-72.82,-72.82
400.63,-73.04,-73.04
401.37,-73.3,-73.3
402.1,-73.61,-73.61
402.83,-73.93,-73.93
403.56,-74.26,-74.26
404.3,-74.55,-74.55
405.03,-74.78,-74.78
405.76,-74.98,-74.98
406.49,-75.17,-75.17
407.23,-75.32,-75.32
407.96,-75.43,-75.43
408.69,-75.49,-75.49
409.42,-75.5,-75.5
410.16,-75.48,-75.48
410.89,-75.46,-75.46
411.62,-75.48,-75.48
412.35,-75.58,-75.58
413.09,-75.79,-75.79
413.82,-76.15,-76.15
414.55,-76.69,-76.69
415.28,-77.45,-77.45
416.02,-78.42,-78.42
416.75,-79.65,-79.65
417.48,-81.24,-81.24
418.21,-83.18,-83.18
418.95,-85.74,-85.74
419.68,-89.04,-89.04
420.41,-92.2,-92.2
421.14,-93.41,-93.41
421.88,-92.27,-92.27
422.61,-90.53,-90.53
423.34,-89.12,-89.12
424.07,-88.16,-88.16
424.8,-87.57,-87.57
425.54,-87.16,-87.16
426.27,-86.91,-86.91
427,-86.77,-86.77
427.73,-86.64,-86.64
428.47,-86.41,-86.41
429.2,-85.98,-85.98
429.93,-85.33,-85.33
430.66,-84.53,-84.53
431.4,-83.75,-83.75
432.13,-82.97,-82.97
432.86,-82.11,-82.11
433.59,-81.22,-81.22
434.33,-80.42,-80.42
435.06,-79.81,-79.81
435.79,-79.38,-79.38
436.52,-79.16,-79.16
437.26,-79.13,-79.13
437.99,-79.3,-79.3
438.72,-79.65,-79.65
439.45,-80.19,-80.19
440.19,-80.94,-80.94
440.92,-81.97,-81.97
441.65,-83.36,-83.36
442.38,-85.18,-85.18
443.12,-87.41,-87.41
443.85,-89.85,-89.85
444.58,-91,-91
445.31,-89.27,-89.27
446.04,-86.56,-86.56
446.78,-84.19,-84.19
447.51,-82.33,-82.33
448.24,-80.91,-80.91
448.97,-79.83,-79.83
449.71,-79.01,-79.01
450.44,-78.38,-78.38
451.17,-77.89,-77.89
451.9,-77.5,-77.5
452.64,-77.24,-77.24
453.37,-77.1,-77.1
454.1,-77.05,-77.05
454.83,-77.06,-77.06
455.57,-77.11,-77.11
456.3,-77.16,-77.16
457.03,-77.18,-77.18
457.76,-77.21,-77.21
458.5,-77.19,-77.19
459.23,-77.12,-77.12
459.96,-77.11,-77.11
460.69,-77.13,-77.13
461.43,-77,-77
462.16,-76.84,-76.84
462.89,-76.74,-76.74
463.62,-76.64,-76.64
464.36,-76.53,-76.53
465.09,-76.44,-76.44
465.82,-76.39,-76.39
466.55,-76.37,-76.37
467.29,-76.4,-76.4
468.02,-76.58,-76.58
468.75,-76.9,-76.9
469.48,-77.17,-77.17
470.21,-77.3,-77.3
470.95,-77.24,-77.24
471.68,-77,-77
472.41,-76.63,-76.63
473.14,-76.24,-76.24
473.88,-75.88,-75.88
474.61,-75.61,-75.61
475.34,-75.43,-75.43
476.07,-75.37,-75.37
476.81,-75.42,-75.42
477.54,-75.53,-75.53
478.27,-75.68,-75.68
479,-75.85,-75.85
479.74,-75.99,-75.99
480.47,-76.03,-76.03
481.2,-75.93,-75.93
481.93,-75.66,-75.66
482.67,-75.25,-75.25
483.4,-74.74,-74.74
484.13,-74.19,-74.19
484.86,-73.66,-73.66
485.6,-73.17,-73.17
486.33,-72.77,-72.77
487.06,-72.46,-72.46
487.79,-72.26,-72.26
488.53,-72.17,-72.17
489.26,-72.14,-72.14
489.99,-72.16,-72.16
490.72,-72.22,-72.22
491.46,-72.32,-72.32
492.19,-72.42,-72.42
492.92,-72.47,-72.47
493.65,-72.43,-72.43
494.38,-72.29,-72.29
495.12,-72.06,-72.06
495.85,-71.74,-71.74
496.58,-71.37,-71.37
497.31,-71,-71
498.05,-70.67,-70.67
498.78,-70.4,-70.4
499.51,-70.2,-70.2
500.24,-70.06,-70.06
500.98,-69.98,-69.98
501.71,-69.94,-69.94
502.44,-69.92,-69.92
503.17,-69.92,-69.92
503.91,-69.95,-69.95
504.64,-69.97,-69.97
505.37,-69.96,-69.96
506.1,-69.91,-69.91
506.84,-69.86,-69.86
507.57,-69.8,-69.8
508.3,-69.75,-69.75
509.03,-69.7,-69.7
509.77,-69.66,-69.66
510.5,-69.61,-69.61
511.23,-69.56,-69.56
511.96,-69.49,-69.49
512.7,-69.44,-69.44
513.43,-69.4,-69.4
514.16,-69.38,-69.38
514.89,-69.39,-69.39
515.63,-69.43,-69.43
516.36,-69.49,-69.49
517.09,-69.59,-69.59
517.82,-69.71,-69.71
518.55,-69.86,-69.86
519.29,-70.04,-70.04
520.02,-70.23,-70.23
520.75,-70.47,-70.47
521.48,-70.7,-70.7
522.22,-70.86,-70.86
522.95,-71.01,-71.01
523.68,-71.19,-71.19
524.41,-71.42,-71.42
525.15,-71.69,-71.69
525.88,-72.03,-72.03
526.61,-72.43,-72.43
527.34,-72.91,-72.91
528.08,-73.47,-73.47
528.81,-74.1,-74.1
529.54,-74.78,-74.78
530.27,-75.47,-75.47
531.01,-76.16,-76.16
531.74,-76.84,-76.84
532.47,-77.46,-77.46
533.2,-77.96,-77.96
533.94,-78.35,-78.35
534.67,-78.62,-78.62
535.4,-78.79,-78.79
536.13,-78.89,-78.89
536.87,-78.95,-78.95
537.6,-78.97,-78.97
538.33,-78.95,-78.95
539.06,-78.91,-78.91
539.79,-78.86,-78.86
540.53,-78.82,-78.82
541.26,-78.81,-78.81
541.99,-78.8,-78.8
542.72,-78.76,-78.76
543.46,-78.68,-78.68
544.19,-78.58,-78.58
544.92,-78.45,-78.45
545.65,-78.29,-78.29
546.39,-78.04,-78.04
547.12,-77.67,-77.67
547.85,-77.2,-77.2
548.58,-76.67,-76.67
549.32,-76.12,-76.12
550.05,-75.56,-75.56
550.78,-74.99,-74.99
551.51,-74.45,-74.45
552.25,-73.96,-73.96
552.98,-73.57,-73.57
553.71,-73.3,-73.3
554.44,-73.12,-73.12
555.18,-73.01,-73.01
555.91,-72.98,-72.98
556.64,-73.02,-73.02
557.37,-73.16,-73.16
558.11,-73.4,-73.4
558.84,-73.72,-73.72
559.57,-74.09,-74.09
560.3,-74.5,-74.5
561.04,-74.92,-74.92
561.77,-75.32,-75.32
562.5,-75.71,-75.71
563.23,-76.1,-76.1
563.96,-76.5,-76.5
564.7,-76.89,-76.89
565.43,-77.26,-77.26
566.16,-77.61,-77.61
566.89,-77.94,-77.94
567.63,-78.22,-78.22
568.36,-78.44,-78.44
569.09,-78.54,-78.54
569.82,-78.46,-78.46
570.56,-78.11,-78.11
571.29,-77.51,-77.51
572.02,-76.75,-76.75
572.75,-75.97,-75.97
573.49,-75.27,-75.27
574.22,-74.71,-74.71
574.95,-74.31,-74.31
575.68,-74.07,-74.07
576.42,-73.96,-73.96
577.15,-73.95,-73.95
577.88,-74.02,-74.02
578.61,-74.17,-74.17
579.35,-74.35,-74.35
580.08,-74.53,-74.53
580.81,-74.7,-74.7
581.54,-74.82,-74.82
582.28,-74.92,-74.92
583.01,-75.01,-75.01
583.74,-75.05,-75.05
584.47,-75.04,-75.04
585.21,-74.96,-74.96
585.94,-74.81,-74.81
586.67,-74.59,-74.59
587.4,-74.33,-74.33
588.13,-74.07,-74.07
588.87,-73.86,-73.86
589.6,-73.72,-73.72
590.33,-73.69,-73.69
591.06,-73.78,-73.78
591.8,-73.99,-73.99
592.53,-74.35,-74.35
593.26,-74.84,-74.84
593.99,-75.45,-75.45
594.73,-76.11,-76.11
595.46,-76.75,-76.75
596.19,-77.28,-77.28
596.92,-77.64,-77.64
597.66,-77.81,-77.81
598.39,-77.8,-77.8
599.12,-77.67,-77.67
599.85,-77.43,-77.43
600.59,-77.12,-77.12
601.32,-76.78,-76.78
602.05,-76.47,-76.47
602.78,-76.21,-76.21
603.52,-76,-76
604.25,-75.85,-75.85
604.98,-75.76,-75.76
605.71,-75.73,-75.73
606.45,-75.77,-75.77
607.18,-75.87,-75.87
607.91,-76.01,-76.01
608.64,-76.2,-76.2
609.38,-76.44,-76.44
610.11,-76.72,-76.72
610.84,-77.01,-77.01
611.57,-77.27,-77.27
612.3,-77.47,-77.47
613.04,-77.59,-77.59
613.77,-77.61,-77.61
614.5,-77.57,-77.57
615.23,-77.46,-77.46
615.97,-77.33,-77.33
616.7,-77.2,-77.2
617.43,-77.12,-77.12
618.16,-77.1,-77.1
618.9,-77.15,-77.15
619.63,-77.28,-77.28
620.36,-77.46,-77.46
621.09,-77.68,-77.68
621.83,-77.9,-77.9
622.56,-78.15,-78.15
623.29,-78.44,-78.44
624.02,-78.77,-78.77
624.76,-79.1,-79.1
625.49,-79.38,-79.38
626.22,-79.55,-79.55
626.95,-79.6,-79.6
627.69,-79.52,-79.52
628.42,-79.33,-79.33
629.15,-79.09,-79.09
629.88,-78.87,-78.87
630.62,-78.76,-78.76
631.35,-78.76,-78.76
632.08,-78.82,-78.82
632.81,-78.91,-78.91
633.54,-78.99,-78.99
634.28,-79.01,-79.01
635.01,-78.92,-78.92
635.74,-78.7,-78.7
636.47,-78.36,-78.36
637.21,-77.93,-77.93
637.94,-77.46,-77.46
638.67,-76.99,-76.99
639.4,-76.57,-76.57
640.14,-76.24,-76.24
640.87,-76.01,-76.01
641.6,-75.85,-75.85
642.33,-75.76,-75.76
643.07,-75.74,-75.74
643.8,-75.78,-75.78
644.53,-75.86,-75.86
645.26,-75.98,-75.98
646,-76.11,-76.11
646.73,-76.25,-76.25
647.46,-76.36,-76.36
648.19,-76.44,-76.44
648.93,-76.5,-76.5
649.66,-76.54,-76.54
650.39,-76.58,-76.58
651.12,-76.65,-76.65
651.86,-76.77,-76.77
652.59,-76.94,-76.94
653.32,-77.14,-77.14
654.05,-77.39,-77.39
654.79,-77.74,-77.74
655.52,-78.23,-78.23
656.25,-78.8,-78.8
656.98,-79.47,-79.47
657.71,-80.22,-80.22
658.45,-81.06,-81.06
659.18,-82,-82
659.91,-83.02,-83.02
660.64,-84.09,-84.09
661.38,-85.19,-85.19
662.11,-86.33,-86.33
662.84,-87.46,-87.46
663.57,-88.52,-88.52
664.31,-89.35,-89.35
665.04,-89.7,-89.7
665.77,-89.25,-89.25
666.5,-88.07,-88.07
667.24,-86.66,-86.66
667.97,-85.33,-85.33
668.7,-84.22,-84.22
669.43,-83.33,-83.33
670.17,-82.6,-82.6
670.9,-81.99,-81.99
671.63,-81.48,-81.48
672.36,-81,-81
673.1,-80.53,-80.53
673.83,-80.14,-80.14
674.56,-79.82,-79.82
675.29,-79.5,-79.5
676.03,-79.15,-79.15
676.76,-78.82,-78.82
677.49,-78.54,-78.54
678.22,-78.29,-78.29
678.96,-78.07,-78.07
679.69,-77.92,-77.92
680.42,-77.87,-77.87
681.15,-77.92,-77.92
681.88,-78.07,-78.07
682.62,-78.29,-78.29
683.35,-78.56,-78.56
684.08,-78.87,-78.87
684.81,-79.2,-79.2
685.55,-79.57,-79.57
686.28,-79.96,-79.96
687.01,-80.39,-80.39
687.74,-80.83,-80.83
688.48,-81.29,-81.29
689.21,-81.77,-81.77
689.94,-82.25,-82.25
690.67,-82.74,-82.74
691.41,-83.2,-83.2
692.14,-83.62,-83.62
692.87,-83.95,-83.95
693.6,-84.18,-84.18
694.34,-84.28,-84.28
695.07,-84.27,-84.27
695.8,-84.26,-84.26
696.53,-84.31,-84.31
697.27,-84.49,-84.49
698,-84.8,-84.8
698.73,-85.2,-85.2
699.46,-85.64,-85.64
700.2,-86.02,-86.02
700.93,-86.24,-86.24
701.66,-86.34,-86.34
702.39,-86.33,-86.33
703.13,-86.27,-86.27
703.86,-86.33,-86.33
704.59,-86.47,-86.47
705.32,-86.22,-86.22
706.05,-85.66,-85.66
706.79,-85.15,-85.15
707.52,-84.77,-84.77
708.25,-84.49,-84.49
708.98,-84.28,-84.28
709.72,-84.11,-84.11
710.45,-83.95,-83.95
711.18,-83.81,-83.81
711.91,-83.72,-83.72
712.65,-83.68,-83.68
713.38,-83.67,-83.67
714.11,-83.68,-83.68
714.84,-83.71,-83.71
715.58,-83.76,-83.76
716.31,-83.84,-83.84
717.04,-83.9,-83.9
717.77,-83.93,-83.93
718.51,-83.86,-83.86
719.24,-83.71,-83.71
719.97,-83.47,-83.47
720.7,-83.19,-83.19
721.44,-82.93,-82.93
722.17,-82.72,-82.72
722.9,-82.6,-82.6
723.63,-82.56,-82.56
724.37,-82.6,-82.6
725.1,-82.66,-82.66
725.83,-82.67,-82.67
726.56,-82.58,-82.58
727.29,-82.32,-82.32
728.03,-81.95,-81.95
728.76,-81.55,-81.55
729.49,-81.21,-81.21
730.22,-80.93,-80.93
730.96,-80.7,-80.7
731.69,-80.48,-80.48
732.42,-80.3,-80.3
733.15,-80.13,-80.13
733.89,-79.87,-79.87
