Freq,Channel 1,Average
124.51,-71.98,-71.98
125.24,-71.89,-71.89
125.98,-71.87,-71.87
126.71,-72.03,-72.03
127.44,-72.25,-72.25
128.17,-72.47,-72.47
128.91,-72.7,-72.7
129.64,-72.93,-72.93
130.37,-73.17,-73.17
131.1,-73.53,-73.53
131.84,-74.01,-74.01
132.57,-74.42,-74.42
133.3,-74.8,-74.8
134.03,-75.3,-75.3
134.77,-75.94,-75.94
135.5,-76.76,-76.76
136.23,-77.8,-77.8
136.96,-78.76,-78.76
137.7,-79.51,-79.51
138.43,-80.4,-80.4
139.16,-81.87,-81.87
139.89,-83.22,-83.22
140.63,-84.07,-84.07
141.36,-85.61,-85.61
142.09,-87.59,-87.59
142.82,-89.03,-89.03
143.55,-89.81,-89.81
144.29,-90.03,-90.03
145.02,-88.62,-88.62
145.75,-86.29,-86.29
146.48,-84.35,-84.35
147.22,-82.76,-82.76
147.95,-81.61,-81.61
148.68,-80.24,-80.24
149.41,-78.97,-78.97
150.15,-78.26,-78.26
150.88,-77.63,-77.63
151.61,-76.91,-76.91
152.34,-76.28,-76.28
153.08,-75.7,-75.7
153.81,-75.01,-75.01
154.54,-74.29,-74.29
155.27,-73.59,-73.59
156.01,-72.79,-72.79
156.74,-71.91,-71.91
157.47,-71.2,-71.2
158.2,-70.66,-70.66
158.94,-70.21,-70.21
159.67,-69.83,-69.83
160.4,-69.51,-69.51
161.13,-69.24,-69.24
161.87,-69.08,-69.08
162.6,-68.98,-68.98
163.33,-68.96,-68.96
164.06,-69.02,-69.02
164.79,-69.1,-69.1
165.53,-69.19,-69.19
166.26,-69.31,-69.31
166.99,-69.41,-69.41
167.72,-69.45,-69.45
168.46,-69.45,-69.45
169.19,-69.43,-69.43
169.92,-69.4,-69.4
170.65,-69.38,-69.38
171.39,-69.39,-69.39
172.12,-69.38,-69.38
172.85,-69.38,-69.38
173.58,-69.42,-69.42
174.32,-69.48,-69.48
175.05,-69.56,-69.56
175.78,-69.64,-69.64
176.51,-69.73,-69.73
177.25,-69.85,-69.85
177.98,-70,-70
178.71,-70.19,-70.19
179.44,-70.46,-70.46
180.18,-70.83,-70.83
180.91,-71.31,-71.31
181.64,-71.87,-71.87
182.37,-72.55,-72.55
183.11,-73.34,-73.34
183.84,-74.11,-74.11
184.57,-74.76,-74.76
185.3,-75.23,-75.23
186.04,-75.52,-75.52
186.77,-75.62,-75.62
187.5,-75.54,-75.54
188.23,-75.36,-75.36
188.96,-75.12,-75.12
189.7,-74.87,-74.87
190.43,-74.65,-74.65
191.16,-74.51,-74.51
191.89,-74.42,-74.42
192.63,-74.32,-74.32
193.36,-74.22,-74.22
194.09,-74.14,-74.14
194.82,-74.03,-74.03
195.56,-73.9,-73.9
196.29,-73.77,-73.77
197.02,-73.73,-73.73
197.75,-73.81,-73.81
198.49,-74.05,-74.05
199.22,-74.48,-74.48
199.95,-75.04,-75.04
200.68,-75.77,-75.77
201.42,-76.65,-76.65
202.15,-77.68,-77.68
202.88,-78.89,-78.89
203.61,-80.37,-80.37
204.35,-82.3,-82.3
205.08,-84.84,-84.84
205.81,-87.93,-87.93
206.54,-90.53,-90.53
207.28,-89.26,-89.26
208.01,-85.97,-85.97
208.74,-83.25,-83.25
209.47,-81.19,-81.19
210.21,-79.74,-79.74
210.94,-78.79,-78.79
211.67,-78.18,-78.18
212.4,-77.77,-77.77
213.13,-77.38,-77.38
213.87,-76.95,-76.95
214.6,-76.5,-76.5
215.33,-76.04,-76.04
216.06,-75.57,-75.57
216.8,-75.15,-75.15
217.53,-74.74,-74.74
218.26,-74.34,-74.34
218.99,-73.97,-73.97
219.73,-73.63,-73.63
220.46,-73.33,-73.33
221.19,-73.07,-73.07
221.92,-72.86,-72.86
222.66,-72.7,-72.7
223.39,-72.59,-72.59
224.12,-72.53,-72.53
224.85,-72.51,-72.51
225.59,-72.51,-72.51
226.32,-72.52,-72.52
227.05,-72.53,-72.53
227.78,-72.48,-72.48
228.52,-72.34,-72.34
229.25,-72.15,-72.15
229.98,-71.94,-71.94
230.71,-71.77,-71.77
231.45,-71.61,-71.61
232.18,-71.47,-71.47
232.91,-71.37,-71.37
233.64,-71.35,-71.35
234.38,-71.43,-71.43
235.11,-71.63,-71.63
235.84,-71.93,-71.93
236.57,-72.31,-72.31
237.3,-72.74,-72.74
238.04,-73.21,-73.21
238.77,-73.68,-73.68
239.5,-74.11,-74.11
240.23,-74.51,-74.51
240.97,-74.87,-74.87
241.7,-75.19,-75.19
242.43,-75.49,-75.49
243.16,-75.78,-75.78
243.9,-76.13,-76.13
244.63,-76.54,-76.54
245.36,-76.96,-76.96
246.09,-77.35,-77.35
246.83,-77.68,-77.68
247.56,-77.93,-77.93
248.29,-78.06,-78.06
249.02,-78.01,-78.01
249.76,-77.76,-77.76
250.49,-77.43,-77.43
251.22,-77.13,-77.13
251.95,-76.9,-76.9
252.69,-76.69,-76.69
253.42,-76.48,-76.48
254.15,-76.23,-76.23
254.88,-75.92,-75.92
255.62,-75.53,-75.53
256.35,-75.14,-75.14
257.08,-74.79,-74.79
257.81,-74.44,-74.44
258.54,-74.08,-74.08
259.28,-73.74,-73.74
260.01,-73.44,-73.44
260.74,-73.21,-73.21
261.47,-73.02,-73.02
262.21,-72.88,-72.88
262.94,-72.76,-72.76
263.67,-72.73,-72.73
264.4,-72.78,-72.78
265.14,-72.91,-72.91
265.87,-73.12,-73.12
266.6,-73.38,-73.38
267.33,-73.67,-73.67
268.07,-73.95,-73.95
268.8,-74.22,-74.22
269.53,-74.46,-74.46
270.26,-74.69,-74.69
271,-74.88,-74.88
271.73,-74.97,-74.97
272.46,-74.95,-74.95
273.19,-74.88,-74.88
273.93,-74.8,-74.8
274.66,-74.72,-74.72
275.39,-74.58,-74.58
276.12,-74.43,-74.43
276.86,-74.28,-74.28
277.59,-74.13,-74.13
278.32,-73.98,-73.98
279.05,-73.86,-73.86
279.79,-73.77,-73.77
280.52,-73.69,-73.69
281.25,-73.58,-73.58
281.98,-73.43,-73.43
282.71,-73.22,-73.22
283.45,-72.97,-72.97
284.18,-72.74,-72.74
284.91,-72.54,-72.54
285.64,-72.41,-72.41
286.38,-72.37,-72.37
287.11,-72.4,-72.4
287.84,-72.5,-72.5
288.57,-72.63,-72.63
289.31,-72.76,-72.76
290.04,-72.89,-72.89
290.77,-72.99,-72.99
291.5,-73.1,-73.1
292.24,-73.22,-73.22
292.97,-73.34,-73.34
293.7,-73.45,-73.45
294.43,-73.58,-73.58
295.17,-73.75,-73.75
295.9,-73.97,-73.97
296.63,-74.25,-74.25
297.36,-74.58,-74.58
298.1,-74.9,-74.9
298.83,-75.24,-75.24
299.56,-75.67,-75.67
300.29,-76.22,-76.22
301.03,-76.91,-76.91
301.76,-77.76,-77.76
302.49,-78.75,-78.75
303.22,-79.78,-79.78
303.96,-80.65,-80.65
304.69,-81.12,-81.12
305.42,-81.04,-81.04
306.15,-80.54,-80.54
306.88,-79.94,-79.94
307.62,-79.4,-79.4
308.35,-78.98,-78.98
309.08,-78.68,-78.68
309.81,-78.52,-78.52
310.55,-78.49,-78.49
311.28,-78.52,-78.52
312.01,-78.48,-78.48
312.74,-78.4,-78.4
313.48,-78.3,-78.3
314.21,-78.16,-78.16
314.94,-77.98,-77.98
315.67,-77.75,-77.75
316.41,-77.51,-77.51
317.14,-77.28,-77.28
317.87,-77.08,-77.08
318.6,-76.96,-76.96
319.34,-76.88,-76.88
320.07,-76.81,-76.81
320.8,-76.74,-76.74
321.53,-76.65,-76.65
322.27,-76.51,-76.51
323,-76.32,-76.32
323.73,-76.07,-76.07
324.46,-75.79,-75.79
325.2,-75.5,-75.5
325.93,-75.21,-75.21
326.66,-74.95,-74.95
327.39,-74.71,-74.71
328.13,-74.52,-74.52
328.86,-74.37,-74.37
329.59,-74.24,-74.24
330.32,-74.13,-74.13
331.05,-74.02,-74.02
331.79,-73.92,-73.92
332.52,-73.82,-73.82
333.25,-73.75,-73.75
333.98,-73.72,-73.72
334.72,-73.76,-73.76
335.45,-73.88,-73.88
336.18,-74.07,-74.07
336.91,-74.31,-74.31
337.65,-74.56,-74.56
338.38,-74.8,-74.8
339.11,-75.03,-75.03
339.84,-75.25,-75.25
340.58,-75.45,-75.45
341.31,-75.62,-75.62
342.04,-75.81,-75.81
342.77,-76.05,-76.05
343.51,-76.34,-76.34
344.24,-76.69,-76.69
344.97,-77.08,-77.08
345.7,-77.45,-77.45
346.44,-77.74,-77.74
347.17,-77.91,-77.91
347.9,-77.93,-77.93
348.63,-77.77,-77.77
349.37,-77.44,-77.44
350.1,-77.04,-77.04
350.83,-76.63,-76.63
351.56,-76.25,-76.25
352.29,-75.94,-75.94
353.03,-75.74,-75.74
353.76,-75.65,-75.65
354.49,-75.67,-75.67
355.22,-75.84,-75.84
355.96,-76.15,-76.15
356.69,-76.62,-76.62
357.42,-77.27,-77.27
358.15,-78.11,-78.11
358.89,-79.14,-79.14
359.62,-80.31,-80.31
360.35,-81.51,-81.51
361.08,-82.59,-82.59
361.82,-83.39,-83.39
362.55,-83.87,-83.87
363.28,-84.08,-84.08
364.01,-84.01,-84.01
364.75,-83.65,-83.65
365.48,-83.01,-83.01
366.21,-82.15,-82.15
366.94,-81.21,-81.21
367.68,-80.38,-80.38
368.41,-79.76,-79.76
369.14,-79.39,-79.39
369.87,-79.24,-79.24
370.61,-79.31,-79.31
371.34,-79.58,-79.58
372.07,-80.03,-80.03
372.8,-80.65,-80.65
373.54,-81.36,-81.36
374.27,-82.1,-82.1
375,-82.83,-82.83
375.73,-83.49,-83.49
376.46,-84.07,-84.07
377.2,-84.6,-84.6
377.93,-85.18,-85.18
378.66,-85.92,-85.92
379.39,-86.94,-86.94
380.13,-88.24,-88.24
380.86,-89.72,-89.72
381.59,-90.99,-90.99
382.32,-91.19,-91.19
383.06,-89.82,-89.82
383.79,-87.71,-87.71
384.52,-85.65,-85.65
385.25,-83.87,-83.87
385.99,-82.37,-82.37
386.72,-81.1,-81.1
387.45,-80.03,-80.03
388.18,-79.14,-79.14
388.92,-78.4,-78.4
389.65,-77.83,-77.83
390.38,-77.39,-77.39
391.11,-77.01,-77.01
391.85,-76.65,-76.65
392.58,-76.29,-76.29
393.31,-75.97,-75.97
394.04,-75.72,-75.72
394.78,-75.53,-75.53
395.51,-75.4,-75.4
396.24,-75.3,-75.3
396.97,-75.26,-75.26
397.71,-75.28,-75.28
398.44,-75.35,-75.35
399.17,-75.45,-75.45
399.9,-75.59,-75.59
400.63,-75.77,-75.77
401.37,-75.98,-75.98
402.1,-76.21,-76.21
402.83,-76.46,-76.46
403.56,-76.72,-76.72
404.3,-76.95,-76.95
405.03,-77.14,-77.14
405.76,-77.32,-77.32
406.49,-77.5,-77.5
407.23,-77.64,-77.64
407.96,-77.75,-77.75
408.69,-77.84,-77.84
409.42,-77.9,-77.9
410.16,-77.96,-77.96
410.89,-78.05,-78.05
411.62,-78.2,-78.2
412.35,-78.41,-78.41
413.09,-78.71,-78.71
413.82,-79.1,-79.1
414.55,-79.63,-79.63
415.28,-80.31,-80.31
416.02,-81.15,-81.15
416.75,-82.19,-82.19
417.48,-83.49,-83.49
418.21,-85.04,-85.04
418.95,-87,-87
419.68,-89.13,-89.13
420.41,-90.9,-90.9
421.14,-92.28,-92.28
421.88,-93.06,-93.06
422.61,-92.99,-92.99
423.34,-92.31,-92.31
424.07,-91.44,-91.44
424.8,-90.59,-90.59
425.54,-89.79,-89.79
426.27,-89.08,-89.08
427,-88.49,-88.49
427.73,-87.94,-87.94
428.47,-87.36,-87.36
429.2,-86.7,-86.7
429.93,-85.95,-85.95
430.66,-85.15,-85.15
431.4,-84.41,-84.41
432.13,-83.74,-83.74
432.86,-83.03,-83.03
433.59,-82.29,-82.29
434.33,-81.59,-81.59
435.06,-81.03,-81.03
435.79,-80.6,-80.6
436.52,-80.31,-80.31
437.26,-80.18,-80.18
437.99,-80.19,-80.19
438.72,-80.33,-80.33
439.45,-80.62,-80.62
440.19,-81.06,-81.06
440.92,-81.69,-81.69
441.65,-82.52,-82.52
442.38,-83.55,-83.55
443.12,-84.72,-84.72
443.85,-86,-86
444.58,-87.27,-87.27
445.31,-88.14,-88.14
446.04,-88.24,-88.24
446.78,-87.53,-87.53
447.51,-86.38,-86.38
448.24,-85.17,-85.17
448.97,-84.1,-84.1
449.71,-83.2,-83.2
450.44,-82.45,-82.45
451.17,-81.8,-81.8
451.9,-81.25,-81.25
452.64,-80.81,-80.81
453.37,-80.5,-80.5
454.1,-80.28,-80.28
454.83,-80.13,-80.13
455.57,-80.03,-80.03
456.3,-79.97,-79.97
457.03,-79.91,-79.91
457.76,-79.9,-79.9
458.5,-79.87,-79.87
459.23,-79.8,-79.8
459.96,-79.79,-79.79
460.69,-79.86,-79.86
461.43,-79.83,-79.83
462.16,-79.73,-79.73
462.89,-79.72,-79.72
463.62,-79.74,-79.74
464.36,-79.78,-79.78
465.09,-79.85,-79.85
465.82,-79.97,-79.97
466.55,-80.11,-80.11
467.29,-80.27,-80.27
468.02,-80.55,-80.55
468.75,-81.01,-81.01
469.48,-81.5,-81.5
470.21,-81.85,-81.85
470.95,-81.99,-81.99
471.68,-81.9,-81.9
472.41,-81.62,-81.62
473.14,-81.26,-81.26
473.88,-80.91,-80.91
474.61,-80.65,-80.65
475.34,-80.47,-80.47
476.07,-80.39,-80.39
476.81,-80.39,-80.39
477.54,-80.42,-80.42
478.27,-80.45,-80.45
479,-80.46,-80.46
479.74,-80.42,-80.42
480.47,-80.25,-80.25
481.2,-79.94,-79.94
481.93,-79.5,-79.5
482.67,-78.96,-78.96
483.4,-78.35,-78.35
484.13,-77.72,-77.72
484.86,-77.12,-77.12
485.6,-76.57,-76.57
486.33,-76.11,-76.11
487.06,-75.75,-75.75
487.79,-75.48,-75.48
488.53,-75.33,-75.33
489.26,-75.25,-75.25
489.99,-75.2,-75.2
490.72,-75.19,-75.19
491.46,-75.23,-75.23
492.19,-75.3,-75.3
492.92,-75.35,-75.35
493.65,-75.37,-75.37
494.38,-75.34,-75.34
495.12,-75.27,-75.27
495.85,-75.13,-75.13
496.58,-74.92,-74.92
497.31,-74.66,-74.66
498.05,-74.4,-74.4
498.78,-74.17,-74.17
499.51,-73.98,-73.98
500.24,-73.84,-73.84
500.98,-73.75,-73.75
501.71,-73.69,-73.69
502.44,-73.65,-73.65
503.17,-73.62,-73.62
503.91,-73.59,-73.59
504.64,-73.55,-73.55
505.37,-73.46,-73.46
506.1,-73.29,-73.29
506.84,-73.1,-73.1
507.57,-72.9,-72.9
508.3,-72.72,-72.72
509.03,-72.57,-72.57
509.77,-72.46,-72.46
510.5,-72.38,-72.38
511.23,-72.34,-72.34
511.96,-72.32,-72.32
512.7,-72.33,-72.33
513.43,-72.36,-72.36
514.16,-72.4,-72.4
514.89,-72.45,-72.45
515.63,-72.51,-72.51
516.36,-72.58,-72.58
517.09,-72.66,-72.66
517.82,-72.76,-72.76
518.55,-72.89,-72.89
519.29,-73.03,-73.03
520.02,-73.19,-73.19
520.75,-73.37,-73.37
521.48,-73.54,-73.54
522.22,-73.64,-73.64
522.95,-73.71,-73.71
523.68,-73.81,-73.81
524.41,-73.95,-73.95
525.15,-74.15,-74.15
525.88,-74.42,-74.42
526.61,-74.79,-74.79
527.34,-75.25,-75.25
528.08,-75.81,-75.81
528.81,-76.47,-76.47
529.54,-77.22,-77.22
530.27,-78.02,-78.02
531.01,-78.87,-78.87
531.74,-79.77,-79.77
532.47,-80.67,-80.67
533.2,-81.49,-81.49
533.94,-82.16,-82.16
534.67,-82.63,-82.63
535.4,-82.92,-82.92
536.13,-83.09,-83.09
536.87,-83.2,-83.2
537.6,-83.29,-83.29
538.33,-83.4,-83.4
539.06,-83.52,-83.52
539.79,-83.66,-83.66
540.53,-83.81,-83.81
541.26,-83.97,-83.97
541.99,-84.12,-84.12
542.72,-84.22,-84.22
543.46,-84.2,-84.2
544.19,-84.01,-84.01
544.92,-83.63,-83.63
545.65,-83.09,-83.09
546.39,-82.44,-82.44
547.12,-81.73,-81.73
547.85,-81.01,-81.01
548.58,-80.31,-80.31
549.32,-79.65,-79.65
550.05,-79.01,-79.01
550.78,-78.37,-78.37
551.51,-77.76,-77.76
552.25,-77.22,-77.22
552.98,-76.8,-76.8
553.71,-76.51,-76.51
554.44,-76.31,-76.31
555.18,-76.18,-76.18
555.91,-76.11,-76.11
556.64,-76.11,-76.11
557.37,-76.18,-76.18
558.11,-76.33,-76.33
558.84,-76.54,-76.54
559.57,-76.79,-76.79
560.3,-77.05,-77.05
561.04,-77.32,-77.32
561.77,-77.59,-77.59
562.5,-77.86,-77.86
563.23,-78.16,-78.16
563.96,-78.5,-78.5
564.7,-78.88,-78.88
565.43,-79.32,-79.32
566.16,-79.83,-79.83
566.89,-80.44,-80.44
567.63,-81.11,-81.11
568.36,-81.78,-81.78
569.09,-82.27,-82.27
569.82,-82.37,-82.37
570.56,-81.98,-81.98
571.29,-81.22,-81.22
572.02,-80.34,-80.34
572.75,-79.47,-79.47
573.49,-78.71,-78.71
574.22,-78.08,-78.08
574.95,-77.6,-77.6
575.68,-77.26,-77.26
576.42,-77.05,-77.05
577.15,-76.96,-76.96
577.88,-76.97,-76.97
578.61,-77.08,-77.08
579.35,-77.26,-77.26
580.08,-77.49,-77.49
580.81,-77.74,-77.74
581.54,-77.98,-77.98
582.28,-78.2,-78.2
583.01,-78.39,-78.39
583.74,-78.49,-78.49
584.47,-78.47,-78.47
585.21,-78.32,-78.32
585.94,-78.06,-78.06
586.67,-77.7,-77.7
587.4,-77.32,-77.32
588.13,-76.95,-76.95
588.87,-76.62,-76.62
589.6,-76.37,-76.37
590.33,-76.21,-76.21
591.06,-76.13,-76.13
591.8,-76.17,-76.17
592.53,-76.34,-76.34
593.26,-76.65,-76.65
593.99,-77.08,-77.08
594.73,-77.6,-77.6
595.46,-78.15,-78.15
596.19,-78.69,-78.69
596.92,-79.17,-79.17
597.66,-79.57,-79.57
598.39,-79.9,-79.9
599.12,-80.14,-80.14
599.85,-80.27,-80.27
600.59,-80.25,-80.25
601.32,-80.09,-80.09
602.05,-79.85,-79.85
602.78,-79.6,-79.6
603.52,-79.37,-79.37
604.25,-79.19,-79.19
604.98,-79.11,-79.11
605.71,-79.12,-79.12
606.45,-79.26,-79.26
607.18,-79.51,-79.51
607.91,-79.86,-79.86
608.64,-80.3,-80.3
609.38,-80.84,-80.84
610.11,-81.46,-81.46
610.84,-82.14,-82.14
611.57,-82.79,-82.79
612.3,-83.29,-83.29
613.04,-83.54,-83.54
613.77,-83.48,-83.48
614.5,-83.17,-83.17
615.23,-82.71,-82.71
615.97,-82.22,-82.22
616.7,-81.8,-81.8
617.43,-81.49,-81.49
618.16,-81.32,-81.32
618.9,-81.31,-81.31
619.63,-81.46,-81.46
620.36,-81.74,-81.74
621.09,-82.12,-82.12
621.83,-82.57,-82.57
622.56,-83.07,-83.07
623.29,-83.61,-83.61
624.02,-84.15,-84.15
624.76,-84.61,-84.61
625.49,-84.87,-84.87
626.22,-84.85,-84.85
626.95,-84.54,-84.54
627.69,-84.05,-84.05
628.42,-83.48,-83.48
629.15,-82.94,-82.94
629.88,-82.52,-82.52
630.62,-82.28,-82.28
631.35,-82.19,-82.19
632.08,-82.21,-82.21
632.81,-82.27,-82.27
633.54,-82.36,-82.36
634.28,-82.4,-82.4
635.01,-82.36,-82.36
635.74,-82.21,-82.21
636.47,-81.94,-81.94
637.21,-81.59,-81.59
637.94,-81.17,-81.17
638.67,-80.76,-80.76
639.4,-80.38,-80.38
640.14,-80.08,-80.08
640.87,-79.88,-79.88
641.6,-79.76,-79.76
642.33,-79.71,-79.71
643.07,-79.74,-79.74
643.8,-79.82,-79.82
644.53,-79.96,-79.96
645.26,-80.11,-80.11
646,-80.28,-80.28
646.73,-80.44,-80.44
647.46,-80.56,-80.56
648.19,-80.64,-80.64
648.93,-80.69,-80.69
649.66,-80.72,-80.72
650.39,-80.76,-80.76
651.12,-80.83,-80.83
651.86,-80.96,-80.96
652.59,-81.13,-81.13
653.32,-81.32,-81.32
654.05,-81.55,-81.55
654.79,-81.89,-81.89
655.52,-82.36,-82.36
656.25,-82.93,-82.93
656.98,-83.6,-83.6
657.71,-84.35,-84.35
658.45,-85.2,-85.2
659.18,-86.16,-86.16
659.91,-87.22,-87.22
660.64,-88.4,-88.4
661.38,-89.69,-89.69
662.11,-91.12,-91.12
662.84,-92.61,-92.61
663.57,-93.92,-93.92
664.31,-94.43,-94.43
665.04,-93.74,-93.74
665.77,-92.16,-92.16
666.5,-90.37,-90.37
667.24,-88.78,-88.78
667.97,-87.5,-87.5
668.7,-86.51,-86.51
669.43,-85.74,-85.74
670.17,-85.1,-85.1
670.9,-84.55,-84.55
671.63,-84.07,-84.07
672.36,-83.6,-83.6
673.1,-83.12,-83.12
673.83,-82.72,-82.72
674.56,-82.38,-82.38
675.29,-82.05,-82.05
676.03,-81.72,-81.72
676.76,-81.44,-81.44
677.49,-81.25,-81.25
678.22,-81.1,-81.1
678.96,-81,-81
679.69,-80.96,-80.96
680.42,-80.98,-80.98
681.15,-81.06,-81.06
681.88,-81.19,-81.19
682.62,-81.35,-81.35
683.35,-81.54,-81.54
684.08,-81.75,-81.75
684.81,-81.98,-81.98
685.55,-82.23,-82.23
686.28,-82.53,-82.53
687.01,-82.85,-82.85
687.74,-83.18,-83.18
688.48,-83.51,-83.51
689.21,-83.83,-83.83
689.94,-84.13,-84.13
690.67,-84.39,-84.39
691.41,-84.63,-84.63
692.14,-84.84,-84.84
692.87,-85,-85
693.6,-85.09,-85.09
694.34,-85.09,-85.09
695.07,-85,-85
695.8,-84.89,-84.89
696.53,-84.83,-84.83
697.27,-84.87,-84.87
698,-85.04,-85.04
698.73,-85.35,-85.35
699.46,-85.74,-85.74
700.2,-86.16,-86.16
700.93,-86.52,-86.52
701.66,-86.82,-86.82
702.39,-87.04,-87.04
703.13,-87.18,-87.18
703.86,-87.34,-87.34
704.59,-87.55,-87.55
705.32,-87.47,-87.47
706.05,-87.1,-87.1
706.79,-86.74,-86.74
707.52,-86.44,-86.44
708.25,-86.21,-86.21
708.98,-86.06,-86.06
709.72,-85.96,-85.96
710.45,-85.86,-85.86
711.18,-85.76,-85.76
711.91,-85.68,-85.68
712.65,-85.64,-85.64
713.38,-85.64,-85.64
714.11,-85.67,-85.67
714.84,-85.73,-85.73
715.58,-85.82,-85.82
716.31,-85.94,-85.94
717.04,-86.09,-86.09
717.77,-86.27,-86.27
718.51,-86.47,-86.47
719.24,-86.7,-86.7
719.97,-86.94,-86.94
720.7,-87.18,-87.18
721.44,-87.39,-87.39
722.17,-87.55,-87.55
722.9,-87.66,-87.66
723.63,-87.72,-87.72
724.37,-87.75,-87.75
725.1,-87.76,-87.76
725.83,-87.74,-87.74
726.56,-87.65,-87.65
727.29,-87.4,-87.4
728.03,-86.99,-86.99
728.76,-86.49,-86.49
729.49,-85.98,-85.98
730.22,-85.52,-85.52
730.96,-85.1,-85.1
731.69,-84.69,-84.69
732.42,-84.35,-84.35
