Freq,Channel 1,Average
101.81,-89.8,-89.8
102.54,-89.04,-89.04
103.27,-87.74,-87.74
104,-86.17,-86.17
104.74,-84.71,-84.71
105.47,-83.57,-83.57
106.2,-82.68,-82.68
106.93,-81.79,-81.79
107.67,-80.71,-80.71
108.4,-79.41,-79.41
109.13,-77.97,-77.97
109.86,-76.5,-76.5
110.6,-75.04,-75.04
111.33,-73.75,-73.75
112.06,-72.65,-72.65
112.79,-71.84,-71.84
113.53,-71.22,-71.22
114.26,-70.65,-70.65
114.99,-70.09,-70.09
115.72,-69.57,-69.57
116.46,-69.22,-69.22
117.19,-69.22,-69.22
117.92,-69.39,-69.39
118.65,-69.5,-69.5
119.38,-69.51,-69.51
120.12,-69.47,-69.47
120.85,-69.5,-69.5
121.58,-69.57,-69.57
122.31,-69.54,-69.54
123.05,-69.37,-69.37
123.78,-69.18,-69.18
124.51,-69.09,-69.09
125.24,-69.01,-69.01
125.98,-68.99,-68.99
126.71,-69.15,-69.15
127.44,-69.36,-69.36
128.17,-69.59,-69.59
128.91,-69.83,-69.83
129.64,-70.07,-70.07
130.37,-70.33,-70.33
131.1,-70.69,-70.69
131.84,-71.17,-71.17
132.57,-71.58,-71.58
133.3,-71.98,-71.98
134.03,-72.52,-72.52
134.77,-73.18,-73.18
135.5,-74.03,-74.03
136.23,-75.07,-75.07
136.96,-76.03,-76.03
137.7,-76.77,-76.77
138.43,-77.69,-77.69
139.16,-79.19,-79.19
139.89,-80.56,-80.56
140.63,-81.43,-81.43
141.36,-83,-83
142.09,-85,-85
142.82,-86.42,-86.42
143.55,-87.24,-87.24
144.29,-87.55,-87.55
145.02,-86.02,-86.02
145.75,-83.52,-83.52
146.48,-81.51,-81.51
147.22,-79.9,-79.9
147.95,-78.73,-78.73
148.68,-77.34,-77.34
149.41,-76.06,-76.06
150.15,-75.36,-75.36
150.88,-74.73,-74.73
151.61,-73.98,-73.98
152.34,-73.34,-73.34
153.08,-72.73,-72.73
153.81,-72.02,-72.02
154.54,-71.3,-71.3
155.27,-70.62,-70.62
156.01,-69.82,-69.82
156.74,-68.95,-68.95
157.47,-68.25,-68.25
158.2,-67.73,-67.73
158.94,-67.32,-67.32
159.67,-66.97,-66.97
160.4,-66.68,-66.68
161.13,-66.43,-66.43
161.87,-66.28,-66.28
162.6,-66.19,-66.19
163.33,-66.17,-66.17
164.06,-66.24,-66.24
164.79,-66.3,-66.3
165.53,-66.38,-66.38
166.26,-66.48,-66.48
166.99,-66.57,-66.57
167.72,-66.6,-66.6
168.46,-66.6,-66.6
169.19,-66.58,-66.58
169.92,-66.55,-66.55
170.65,-66.53,-66.53
171.39,-66.53,-66.53
172.12,-66.52,-66.52
172.85,-66.53,-66.53
173.58,-66.58,-66.58
174.32,-66.66,-66.66
175.05,-66.73,-66.73
175.78,-66.82,-66.82
176.51,-66.91,-66.91
177.25,-67.04,-67.04
177.98,-67.2,-67.2
178.71,-67.4,-67.4
179.44,-67.67,-67.67
180.18,-68.05,-68.05
180.91,-68.53,-68.53
181.64,-69.11,-69.11
182.37,-69.84,-69.84
183.11,-70.69,-70.69
183.84,-71.5,-71.5
184.57,-72.16,-72.16
185.3,-72.6,-72.6
186.04,-72.82,-72.82
186.77,-72.83,-72.83
187.5,-72.68,-72.68
188.23,-72.44,-72.44
188.96,-72.16,-72.16
189.7,-71.88,-71.88
190.43,-71.65,-71.65
191.16,-71.5,-71.5
191.89,-71.4,-71.4
192.63,-71.29,-71.29
193.36,-71.19,-71.19
194.09,-71.1,-71.1
194.82,-71,-71
195.56,-70.89,-70.89
196.29,-70.78,-70.78
197.02,-70.77,-70.77
197.75,-70.84,-70.84
198.49,-71.07,-71.07
199.22,-71.48,-71.48
199.95,-72.04,-72.04
200.68,-72.75,-72.75
201.42,-73.62,-73.62
202.15,-74.63,-74.63
202.88,-75.83,-75.83
203.61,-77.29,-77.29
204.35,-79.16,-79.16
205.08,-81.61,-81.61
205.81,-84.6,-84.6
206.54,-87.21,-87.21
207.28,-86.12,-86.12
208.01,-82.79,-82.79
208.74,-79.94,-79.94
209.47,-77.84,-77.84
210.21,-76.41,-76.41
210.94,-75.5,-75.5
211.67,-74.93,-74.93
212.4,-74.55,-74.55
213.13,-74.23,-74.23
213.87,-73.89,-73.89
214.6,-73.51,-73.51
215.33,-73.09,-73.09
216.06,-72.66,-72.66
216.8,-72.24,-72.24
217.53,-71.84,-71.84
218.26,-71.45,-71.45
218.99,-71.1,-71.1
219.73,-70.77,-70.77
220.46,-70.49,-70.49
221.19,-70.25,-70.25
221.92,-70.06,-70.06
222.66,-69.93,-69.93
223.39,-69.83,-69.83
224.12,-69.79,-69.79
224.85,-69.77,-69.77
225.59,-69.78,-69.78
226.32,-69.8,-69.8
227.05,-69.81,-69.81
227.78,-69.76,-69.76
228.52,-69.62,-69.62
229.25,-69.42,-69.42
229.98,-69.21,-69.21
230.71,-69.03,-69.03
231.45,-68.86,-68.86
232.18,-68.7,-68.7
232.91,-68.6,-68.6
233.64,-68.58,-68.58
234.38,-68.66,-68.66
235.11,-68.87,-68.87
235.84,-69.19,-69.19
236.57,-69.58,-69.58
237.3,-70.02,-70.02
238.04,-70.49,-70.49
238.77,-70.95,-70.95
239.5,-71.36,-71.36
240.23,-71.74,-71.74
240.97,-72.07,-72.07
241.7,-72.36,-72.36
242.43,-72.62,-72.62
243.16,-72.89,-72.89
243.9,-73.22,-73.22
244.63,-73.61,-73.61
245.36,-74.04,-74.04
246.09,-74.46,-74.46
246.83,-74.83,-74.83
247.56,-75.13,-75.13
248.29,-75.33,-75.33
249.02,-75.35,-75.35
249.76,-75.14,-75.14
250.49,-74.83,-74.83
251.22,-74.55,-74.55
251.95,-74.33,-74.33
252.69,-74.13,-74.13
253.42,-73.92,-73.92
254.15,-73.67,-73.67
254.88,-73.36,-73.36
255.62,-72.98,-72.98
256.35,-72.6,-72.6
257.08,-72.26,-72.26
257.81,-71.91,-71.91
258.54,-71.57,-71.57
259.28,-71.25,-71.25
260.01,-70.98,-70.98
260.74,-70.76,-70.76
261.47,-70.58,-70.58
262.21,-70.44,-70.44
262.94,-70.32,-70.32
263.67,-70.29,-70.29
264.4,-70.36,-70.36
265.14,-70.52,-70.52
265.87,-70.77,-70.77
266.6,-71.08,-71.08
267.33,-71.42,-71.42
268.07,-71.76,-71.76
268.8,-72.08,-72.08
269.53,-72.37,-72.37
270.26,-72.64,-72.64
271,-72.84,-72.84
271.73,-72.91,-72.91
272.46,-72.85,-72.85
273.19,-72.72,-72.72
273.93,-72.57,-72.57
274.66,-72.4,-72.4
275.39,-72.19,-72.19
276.12,-71.99,-71.99
276.86,-71.82,-71.82
277.59,-71.65,-71.65
278.32,-71.49,-71.49
279.05,-71.36,-71.36
279.79,-71.23,-71.23
280.52,-71.1,-71.1
281.25,-70.93,-70.93
281.98,-70.72,-70.72
282.71,-70.46,-70.46
283.45,-70.19,-70.19
284.18,-69.92,-69.92
284.91,-69.71,-69.71
285.64,-69.57,-69.57
286.38,-69.51,-69.51
287.11,-69.55,-69.55
287.84,-69.65,-69.65
288.57,-69.79,-69.79
289.31,-69.94,-69.94
290.04,-70.08,-70.08
290.77,-70.2,-70.2
291.5,-70.33,-70.33
292.24,-70.48,-70.48
292.97,-70.62,-70.62
293.7,-70.78,-70.78
294.43,-70.95,-70.95
295.17,-71.16,-71.16
295.9,-71.42,-71.42
296.63,-71.75,-71.75
297.36,-72.1,-72.1
298.1,-72.45,-72.45
298.83,-72.82,-72.82
299.56,-73.27,-73.27
300.29,-73.85,-73.85
301.03,-74.57,-74.57
301.76,-75.46,-75.46
302.49,-76.48,-76.48
303.22,-77.49,-77.49
303.96,-78.25,-78.25
304.69,-78.52,-78.52
305.42,-78.22,-78.22
306.15,-77.6,-77.6
306.88,-76.94,-76.94
307.62,-76.38,-76.38
308.35,-75.96,-75.96
309.08,-75.64,-75.64
309.81,-75.43,-75.43
310.55,-75.35,-75.35
311.28,-75.28,-75.28
312.01,-75.15,-75.15
312.74,-75,-75
313.48,-74.82,-74.82
314.21,-74.63,-74.63
314.94,-74.42,-74.42
315.67,-74.19,-74.19
316.41,-73.96,-73.96
317.14,-73.76,-73.76
317.87,-73.59,-73.59
318.6,-73.5,-73.5
319.34,-73.45,-73.45
320.07,-73.41,-73.41
320.8,-73.37,-73.37
321.53,-73.29,-73.29
322.27,-73.17,-73.17
323,-72.99,-72.99
323.73,-72.74,-72.74
324.46,-72.46,-72.46
325.2,-72.15,-72.15
325.93,-71.85,-71.85
326.66,-71.58,-71.58
327.39,-71.37,-71.37
328.13,-71.21,-71.21
328.86,-71.11,-71.11
329.59,-71.05,-71.05
330.32,-71.01,-71.01
331.05,-70.98,-70.98
331.79,-70.94,-70.94
332.52,-70.9,-70.9
333.25,-70.87,-70.87
333.98,-70.89,-70.89
334.72,-70.96,-70.96
335.45,-71.11,-71.11
336.18,-71.33,-71.33
336.91,-71.59,-71.59
337.65,-71.85,-71.85
338.38,-72.1,-72.1
339.11,-72.35,-72.35
339.84,-72.59,-72.59
340.58,-72.8,-72.8
341.31,-72.99,-72.99
342.04,-73.19,-73.19
342.77,-73.43,-73.43
343.51,-73.72,-73.72
344.24,-74.05,-74.05
344.97,-74.4,-74.4
345.7,-74.73,-74.73
346.44,-74.97,-74.97
347.17,-75.07,-75.07
347.9,-75.03,-75.03
348.63,-74.81,-74.81
349.37,-74.43,-74.43
350.1,-74,-74
350.83,-73.57,-73.57
351.56,-73.19,-73.19
352.29,-72.9,-72.9
353.03,-72.72,-72.72
353.76,-72.66,-72.66
354.49,-72.72,-72.72
355.22,-72.93,-72.93
355.96,-73.28,-73.28
356.69,-73.81,-73.81
357.42,-74.51,-74.51
358.15,-75.42,-75.42
358.89,-76.5,-76.5
359.62,-77.72,-77.72
360.35,-78.94,-78.94
361.08,-79.96,-79.96
361.82,-80.64,-80.64
362.55,-80.93,-80.93
363.28,-80.91,-80.91
364.01,-80.62,-80.62
364.75,-80.11,-80.11
365.48,-79.42,-79.42
366.21,-78.62,-78.62
366.94,-77.81,-77.81
367.68,-77.11,-77.11
368.41,-76.62,-76.62
369.14,-76.36,-76.36
369.87,-76.31,-76.31
370.61,-76.48,-76.48
371.34,-76.85,-76.85
372.07,-77.4,-77.4
372.8,-78.11,-78.11
373.54,-78.92,-78.92
374.27,-79.74,-79.74
375,-80.51,-80.51
375.73,-81.17,-81.17
376.46,-81.67,-81.67
377.2,-82.09,-82.09
377.93,-82.56,-82.56
378.66,-83.24,-83.24
379.39,-84.27,-84.27
380.13,-85.67,-85.67
380.86,-87.33,-87.33
381.59,-88.72,-88.72
382.32,-88.6,-88.6
383.06,-86.64,-86.64
383.79,-84.22,-84.22
384.52,-82.08,-82.08
385.25,-80.34,-80.34
385.99,-78.93,-78.93
386.72,-77.75,-77.75
387.45,-76.77,-76.77
388.18,-75.94,-75.94
388.92,-75.26,-75.26
389.65,-74.71,-74.71
390.38,-74.28,-74.28
391.11,-73.9,-73.9
391.85,-73.52,-73.52
392.58,-73.13,-73.13
393.31,-72.77,-72.77
394.04,-72.47,-72.47
394.78,-72.23,-72.23
395.51,-72.06,-72.06
396.24,-71.93,-71.93
396.97,-71.87,-71.87
397.71,-71.88,-71.88
398.44,-71.95,-71.95
399.17,-72.07,-72.07
399.9,-72.24,-72.24
400.63,-72.44,-72.44
401.37,-72.68,-72.68
402.1,-72.95,-72.95
402.83,-73.25,-73.25
403.56,-73.56,-73.56
404.3,-73.85,-73.85
405.03,-74.1,-74.1
405.76,-74.35,-74.35
406.49,-74.59,-74.59
407.23,-74.8,-74.8
407.96,-74.97,-74.97
408.69,-75.11,-75.11
409.42,-75.22,-75.22
410.16,-75.32,-75.32
410.89,-75.45,-75.45
411.62,-75.64,-75.64
412.35,-75.92,-75.92
413.09,-76.28,-76.28
413.82,-76.77,-76.77
414.55,-77.4,-77.4
415.28,-78.19,-78.19
416.02,-79.15,-79.15
416.75,-80.33,-80.33
417.48,-81.78,-81.78
418.21,-83.48,-83.48
418.95,-85.57,-85.57
419.68,-87.73,-87.73
420.41,-89.24,-89.24
421.14,-89.93,-89.93
421.88,-89.82,-89.82
422.61,-89.16,-89.16
423.34,-88.34,-88.34
424.07,-87.62,-87.62
424.8,-87.03,-87.03
425.54,-86.53,-86.53
426.27,-86.11,-86.11
427,-85.77,-85.77
427.73,-85.46,-85.46
428.47,-85.08,-85.08
429.2,-84.6,-84.6
429.93,-83.96,-83.96
430.66,-83.2,-83.2
431.4,-82.47,-82.47
432.13,-81.79,-81.79
432.86,-81.09,-81.09
433.59,-80.35,-80.35
434.33,-79.66,-79.66
435.06,-79.09,-79.09
435.79,-78.68,-78.68
436.52,-78.42,-78.42
437.26,-78.32,-78.32
437.99,-78.37,-78.37
438.72,-78.56,-78.56
439.45,-78.87,-78.87
440.19,-79.32,-79.32
440.92,-79.94,-79.94
441.65,-80.78,-80.78
442.38,-81.84,-81.84
443.12,-83.07,-83.07
443.85,-84.47,-84.47
444.58,-85.87,-85.87
445.31,-86.73,-86.73
446.04,-86.56,-86.56
446.78,-85.52,-85.52
447.51,-84.17,-84.17
448.24,-82.89,-82.89
448.97,-81.79,-81.79
449.71,-80.86,-80.86
450.44,-80.08,-80.08
451.17,-79.39,-79.39
451.9,-78.8,-78.8
452.64,-78.32,-78.32
453.37,-77.97,-77.97
454.1,-77.74,-77.74
454.83,-77.58,-77.58
455.57,-77.49,-77.49
456.3,-77.44,-77.44
457.03,-77.42,-77.42
457.76,-77.45,-77.45
458.5,-77.48,-77.48
459.23,-77.47,-77.47
459.96,-77.53,-77.53
460.69,-77.66,-77.66
461.43,-77.69,-77.69
462.16,-77.66,-77.66
462.89,-77.71,-77.71
463.62,-77.79,-77.79
464.36,-77.88,-77.88
465.09,-78,-78
465.82,-78.15,-78.15
466.55,-78.31,-78.31
467.29,-78.49,-78.49
468.02,-78.79,-78.79
468.75,-79.25,-79.25
469.48,-79.67,-79.67
470.21,-79.88,-79.88
470.95,-79.83,-79.83
471.68,-79.53,-79.53
472.41,-79.07,-79.07
473.14,-78.57,-78.57
473.88,-78.12,-78.12
474.61,-77.78,-77.78
475.34,-77.53,-77.53
476.07,-77.41,-77.41
476.81,-77.39,-77.39
477.54,-77.4,-77.4
478.27,-77.41,-77.41
479,-77.39,-77.39
479.74,-77.28,-77.28
480.47,-77.06,-77.06
481.2,-76.69,-76.69
481.93,-76.21,-76.21
482.67,-75.68,-75.68
483.4,-75.11,-75.11
484.13,-74.53,-74.53
484.86,-73.97,-73.97
485.6,-73.47,-73.47
486.33,-73.05,-73.05
487.06,-72.71,-72.71
487.79,-72.46,-72.46
488.53,-72.32,-72.32
489.26,-72.24,-72.24
489.99,-72.19,-72.19
490.72,-72.17,-72.17
491.46,-72.2,-72.2
492.19,-72.26,-72.26
492.92,-72.3,-72.3
493.65,-72.32,-72.32
494.38,-72.31,-72.31
495.12,-72.25,-72.25
495.85,-72.13,-72.13
496.58,-71.93,-71.93
497.31,-71.68,-71.68
498.05,-71.41,-71.41
498.78,-71.17,-71.17
499.51,-70.97,-70.97
500.24,-70.82,-70.82
500.98,-70.7,-70.7
501.71,-70.62,-70.62
502.44,-70.56,-70.56
503.17,-70.51,-70.51
503.91,-70.47,-70.47
504.64,-70.42,-70.42
505.37,-70.33,-70.33
506.1,-70.18,-70.18
506.84,-70.01,-70.01
507.57,-69.84,-69.84
508.3,-69.69,-69.69
509.03,-69.57,-69.57
509.77,-69.48,-69.48
510.5,-69.41,-69.41
511.23,-69.37,-69.37
511.96,-69.35,-69.35
512.7,-69.34,-69.34
513.43,-69.36,-69.36
514.16,-69.39,-69.39
514.89,-69.43,-69.43
515.63,-69.48,-69.48
516.36,-69.54,-69.54
517.09,-69.61,-69.61
517.82,-69.7,-69.7
518.55,-69.8,-69.8
519.29,-69.92,-69.92
520.02,-70.06,-70.06
520.75,-70.23,-70.23
521.48,-70.4,-70.4
522.22,-70.5,-70.5
522.95,-70.58,-70.58
523.68,-70.68,-70.68
524.41,-70.83,-70.83
525.15,-71.04,-71.04
525.88,-71.33,-71.33
526.61,-71.71,-71.71
527.34,-72.19,-72.19
528.08,-72.75,-72.75
528.81,-73.39,-73.39
529.54,-74.09,-74.09
530.27,-74.82,-74.82
531.01,-75.54,-75.54
531.74,-76.27,-76.27
532.47,-76.96,-76.96
533.2,-77.55,-77.55
533.94,-78.05,-78.05
534.67,-78.43,-78.43
535.4,-78.72,-78.72
536.13,-78.95,-78.95
536.87,-79.16,-79.16
537.6,-79.38,-79.38
538.33,-79.6,-79.6
539.06,-79.85,-79.85
539.79,-80.12,-80.12
540.53,-80.39,-80.39
541.26,-80.66,-80.66
541.99,-80.87,-80.87
542.72,-80.97,-80.97
543.46,-80.91,-80.91
544.19,-80.66,-80.66
544.92,-80.22,-80.22
545.65,-79.64,-79.64
546.39,-78.99,-78.99
547.12,-78.3,-78.3
547.85,-77.62,-77.62
548.58,-76.98,-76.98
549.32,-76.38,-76.38
550.05,-75.8,-75.8
550.78,-75.22,-75.22
551.51,-74.65,-74.65
552.25,-74.13,-74.13
552.98,-73.73,-73.73
553.71,-73.45,-73.45
554.44,-73.26,-73.26
555.18,-73.14,-73.14
555.91,-73.07,-73.07
556.64,-73.06,-73.06
557.37,-73.12,-73.12
558.11,-73.24,-73.24
558.84,-73.44,-73.44
559.57,-73.68,-73.68
560.3,-73.98,-73.98
561.04,-74.33,-74.33
561.77,-74.73,-74.73
562.5,-75.17,-75.17
563.23,-75.66,-75.66
563.96,-76.18,-76.18
564.7,-76.71,-76.71
565.43,-77.25,-77.25
566.16,-77.81,-77.81
566.89,-78.45,-78.45
567.63,-79.14,-79.14
568.36,-79.82,-79.82
569.09,-80.31,-80.31
569.82,-80.35,-80.35
570.56,-79.79,-79.79
571.29,-78.8,-78.8
572.02,-77.7,-77.7
572.75,-76.71,-76.71
573.49,-75.88,-75.88
574.22,-75.25,-75.25
574.95,-74.78,-74.78
575.68,-74.47,-74.47
576.42,-74.29,-74.29
577.15,-74.22,-74.22
577.88,-74.26,-74.26
578.61,-74.4,-74.4
579.35,-74.61,-74.61
580.08,-74.85,-74.85
580.81,-75.12,-75.12
581.54,-75.36,-75.36
582.28,-75.56,-75.56
583.01,-75.73,-75.73
583.74,-75.79,-75.79
584.47,-75.73,-75.73
585.21,-75.57,-75.57
585.94,-75.3,-75.3
586.67,-74.95,-74.95
587.4,-74.57,-74.57
588.13,-74.19,-74.19
588.87,-73.85,-73.85
589.6,-73.58,-73.58
590.33,-73.4,-73.4
591.06,-73.31,-73.31
591.8,-73.34,-73.34
592.53,-73.51,-73.51
593.26,-73.81,-73.81
593.99,-74.24,-74.24
594.73,-74.75,-74.75
595.46,-75.29,-75.29
596.19,-75.8,-75.8
596.92,-76.25,-76.25
597.66,-76.63,-76.63
598.39,-76.93,-76.93
599.12,-77.17,-77.17
599.85,-77.3,-77.3
600.59,-77.3,-77.3
601.32,-77.18,-77.18
602.05,-77,-77
602.78,-76.81,-76.81
603.52,-76.65,-76.65
604.25,-76.55,-76.55
604.98,-76.53,-76.53
605.71,-76.61,-76.61
606.45,-76.82,-76.82
607.18,-77.13,-77.13
607.91,-77.54,-77.54
608.64,-78.04,-78.04
609.38,-78.63,-78.63
610.11,-79.29,-79.29
610.84,-79.97,-79.97
611.57,-80.55,-80.55
612.3,-80.9,-80.9
613.04,-80.95,-80.95
613.77,-80.7,-80.7
614.5,-80.26,-80.26
615.23,-79.75,-79.75
615.97,-79.25,-79.25
616.7,-78.84,-78.84
617.43,-78.56,-78.56
618.16,-78.42,-78.42
618.9,-78.45,-78.45
619.63,-78.62,-78.62
620.36,-78.94,-78.94
621.09,-79.34,-79.34
621.83,-79.79,-79.79
622.56,-80.25,-80.25
623.29,-80.72,-80.72
624.02,-81.14,-81.14
624.76,-81.42,-81.42
625.49,-81.49,-81.49
626.22,-81.31,-81.31
626.95,-80.92,-80.92
627.69,-80.41,-80.41
628.42,-79.87,-79.87
629.15,-79.39,-79.39
629.88,-79.02,-79.02
630.62,-78.83,-78.83
631.35,-78.78,-78.78
632.08,-78.82,-78.82
632.81,-78.91,-78.91
633.54,-79.03,-79.03
634.28,-79.1,-79.1
635.01,-79.1,-79.1
635.74,-78.99,-78.99
636.47,-78.76,-78.76
637.21,-78.43,-78.43
637.94,-78.02,-78.02
638.67,-77.58,-77.58
639.4,-77.17,-77.17
640.14,-76.82,-76.82
640.87,-76.55,-76.55
641.6,-76.36,-76.36
642.33,-76.25,-76.25
643.07,-76.24,-76.24
643.8,-76.31,-76.31
644.53,-76.44,-76.44
645.26,-76.61,-76.61
646,-76.81,-76.81
646.73,-76.99,-76.99
647.46,-77.13,-77.13
648.19,-77.22,-77.22
648.93,-77.26,-77.26
649.66,-77.28,-77.28
650.39,-77.31,-77.31
651.12,-77.39,-77.39
651.86,-77.54,-77.54
652.59,-77.76,-77.76
653.32,-78,-78
654.05,-78.29,-78.29
654.79,-78.68,-78.68
655.52,-79.22,-79.22
656.25,-79.85,-79.85
656.98,-80.59,-80.59
657.71,-81.43,-81.43
658.45,-82.38,-82.38
659.18,-83.46,-83.46
659.91,-84.67,-84.67
660.64,-86.02,-86.02
661.38,-87.56,-87.56
662.11,-89.33,-89.33
662.84,-91.36,-91.36
663.57,-93.4,-93.4
664.31,-94.37,-94.37
665.04,-93.29,-93.29
665.77,-91.02,-91.02
666.5,-88.77,-88.77
667.24,-86.93,-86.93
667.97,-85.48,-85.48
668.7,-84.36,-84.36
669.43,-83.48,-83.48
670.17,-82.73,-82.73
670.9,-82.08,-82.08
671.63,-81.49,-81.49
672.36,-80.9,-80.9
673.1,-80.32,-80.32
673.83,-79.81,-79.81
674.56,-79.38,-79.38
675.29,-78.98,-78.98
676.03,-78.6,-78.6
676.76,-78.3,-78.3
677.49,-78.08,-78.08
678.22,-77.92,-77.92
678.96,-77.82,-77.82
679.69,-77.79,-77.79
680.42,-77.84,-77.84
681.15,-77.97,-77.97
681.88,-78.17,-78.17
682.62,-78.42,-78.42
683.35,-78.71,-78.71
684.08,-79.02,-79.02
684.81,-79.35,-79.35
685.55,-79.71,-79.71
686.28,-80.1,-80.1
687.01,-80.52,-80.52
687.74,-80.95,-80.95
688.48,-81.36,-81.36
689.21,-81.76,-81.76
689.94,-82.09,-82.09
690.67,-82.36,-82.36
691.41,-82.57,-82.57
692.14,-82.74,-82.74
692.87,-82.84,-82.84
693.6,-82.86,-82.86
694.34,-82.8,-82.8
695.07,-82.67,-82.67
695.8,-82.55,-82.55
696.53,-82.49,-82.49
697.27,-82.57,-82.57
698,-82.79,-82.79
698.73,-83.15,-83.15
699.46,-83.61,-83.61
700.2,-84.06,-84.06
700.93,-84.42,-84.42
701.66,-84.65,-84.65
702.39,-84.74,-84.74
703.13,-84.71,-84.71
703.86,-84.69,-84.69
704.59,-84.69,-84.69
705.32,-84.41,-84.41
706.05,-83.89,-83.89
706.79,-83.46,-83.46
707.52,-83.17,-83.17
708.25,-83,-83
708.98,-82.93,-82.93
709.72,-82.92,-82.92
710.45,-82.93,-82.93
711.18,-82.93,-82.93
711.91,-82.94,-82.94
712.65,-82.97,-82.97
713.38,-82.99,-82.99
714.11,-83,-83
714.84,-82.97,-82.97
715.58,-82.91,-82.91
716.31,-82.83,-82.83
717.04,-82.75,-82.75
717.77,-82.71,-82.71
718.51,-82.71,-82.71
719.24,-82.77,-82.77
719.97,-82.9,-82.9
720.7,-83.05,-83.05
721.44,-83.2,-83.2
722.17,-83.31,-83.31
722.9,-83.38,-83.38
723.63,-83.4,-83.4
724.37,-83.38,-83.38
725.1,-83.33,-83.33
725.83,-83.26,-83.26
726.56,-83.17,-83.17
727.29,-83.01,-83.01
728.03,-82.8,-82.8
728.76,-82.58,-82.58
729.49,-82.4,-82.4
730.22,-82.28,-82.28
730.96,-82.18,-82.18
731.69,-82.05,-82.05
732.42,-81.89,-81.89
733.15,-81.68,-81.68
